# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Feb  1 19:53:56 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00031003 -1.70000 10.07918 0.7939117551 2.4165764524    0.792  0.634  3.7793  3.772    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -7.83e-13      0.00 8.481e-01 1.517e-01 4.174e-05 1.149e-05 1.050e-04 -1.000 2.442e-04 3.186 4.057 3.469 3.161 3.080 3.069 3.074
0.00031003 -1.70000 10.07918 0.7948138118 2.4168970944    0.793  0.658  3.7716  3.717    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -8.83e-13      0.00 8.294e-01 1.703e-01 4.593e-05 1.262e-05 1.152e-04 -1.000 2.531e-04 3.124 4.039 3.429 3.094 3.001 2.983 2.984
0.00031003 -1.70000 10.07918 0.7956090569 2.4171790760    0.794  0.683  3.7642  3.663    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1  -3.5e-13      0.00 8.055e-01 1.942e-01 5.029e-05 1.379e-05 1.256e-04 -1.000 2.792e-04 3.062 4.022 3.387 3.028 2.923 2.897 2.896
0.00031003 -1.70000 10.07918 0.7963141799 2.4174285601    0.795  0.711  3.7574  3.609    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.74e-13      0.00 7.893e-01 2.104e-01 5.326e-05 1.458e-05 1.327e-04 -1.000 2.720e-04 2.993 3.999 3.339 2.956 2.841 2.808 2.804
0.00031003 -1.70000 10.07918 0.7970120311 2.4176749715    0.795  0.746  3.7511  3.549    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.15e-13      0.00 7.792e-01 2.205e-01 5.515e-05 1.509e-05 1.372e-04 -1.000 3.102e-04 2.905 3.954 3.270 2.866 2.740 2.701 2.694
0.00031003 -1.70000 10.07918 0.7975625992 2.4178690273    0.796  0.782  3.7468  3.496    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -5.9e-13      0.00 7.741e-01 2.256e-01 5.612e-05 1.535e-05 1.395e-04 -1.000 3.166e-04 2.815 3.894 3.194 2.775 2.643 2.599 2.591
0.00031003 -1.70000 10.07918 0.7979388237 2.4180014561    0.796  0.810  3.7442  3.458    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.61e-13      0.00 7.714e-01 2.283e-01 5.663e-05 1.548e-05 1.408e-04 -1.000 2.956e-04 2.745 3.844 3.133 2.705 2.569 2.523 2.513
0.00031003 -1.70000 10.07918 0.7981117964 2.4180622932    0.796  0.825  3.7433  3.440    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -8.6e-13      0.00 7.705e-01 2.293e-01 5.680e-05 1.553e-05 1.412e-04 -1.000 2.616e-04 2.708 3.814 3.100 2.668 2.530 2.483 2.473
0.00031003 -1.70000 10.07918 0.7985761762 2.4182254728    0.797  0.866  3.7409  3.389    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-12      0.00 7.680e-01 2.317e-01 5.722e-05 1.564e-05 1.422e-04 -1.000 3.392e-04 2.605 3.728 3.004 2.565 2.423 2.373 2.362
0.00031003 -1.70000 10.07918 0.7990843058 2.4184037760    0.797  0.915  3.7386  3.331    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-12      0.00 7.656e-01 2.341e-01 5.759e-05 1.574e-05 1.431e-04 -1.000 3.192e-04 2.481 3.624 2.889 2.442 2.297 2.244 2.232
0.00031003 -1.70000 10.07918 0.7995159030 2.4185550191    0.797  0.960  3.7369  3.279    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.41e-12      0.00 7.638e-01 2.359e-01 5.784e-05 1.581e-05 1.437e-04 -1.000 3.184e-04 2.369 3.526 2.783 2.330 2.182 2.128 2.114
0.00031003 -1.70000 10.07918 0.7999285460 2.4186994447    0.798  1.006  3.7352  3.227    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.35e-12      0.00 7.621e-01 2.375e-01 5.805e-05 1.587e-05 1.442e-04 -1.000 3.435e-04 2.254 3.424 2.674 2.216 2.065 2.009 1.995
0.00031003 -1.70000 10.07918 0.8000000119 2.4187244405    0.798  1.015  3.7349  3.217    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.55e-12      0.00 7.618e-01 2.378e-01 5.808e-05 1.588e-05 1.443e-04 -1.000 3.434e-04 2.233 3.405 2.653 2.195 2.044 1.987 1.973
0.00031003 -1.70000 10.07918 0.8003493547 2.4188465520    0.798  1.056  3.7336  3.170    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.12e-12      0.00 7.603e-01 2.393e-01 5.823e-05 1.592e-05 1.446e-04 -1.000 3.434e-04 2.129 3.312 2.554 2.091 1.938 1.880 1.865
0.00031003 -1.70000 10.07918 0.8007363081 2.4189816670    0.798  1.106  3.7320  3.114    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.93e-12      0.00 7.588e-01 2.409e-01 5.835e-05 1.596e-05 1.450e-04 -1.000 3.399e-04 2.004 3.199 2.435 1.967 1.812 1.752 1.736
0.00031003 -1.70000 10.07918 0.8010836840 2.4191028347    0.799  1.155  3.7305  3.060    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -5.87e-12      0.00 7.574e-01 2.423e-01 5.841e-05 1.601e-05 1.453e-04 -1.000 3.233e-04 1.883 3.090 2.319 1.847 1.689 1.627 1.611
0.00031003 -1.70000 10.07918 0.8013873696 2.4192086640    0.799  1.201  3.7291  3.008    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.92e-12      0.00 7.562e-01 2.435e-01 5.842e-05 1.606e-05 1.455e-04 -1.000 3.142e-04 1.768 2.986 2.209 1.733 1.573 1.509 1.492
0.00031003 -1.70000 10.07918 0.8016832471 2.4193116835    0.799  1.250  3.7277  2.953    3  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -8.25e-12      0.00 7.550e-01 2.447e-01 5.836e-05 1.613e-05 1.457e-04 -1.000 3.422e-04 1.646 2.877 2.092 1.612 1.449 1.384 1.366
0.00031003 -1.70000 10.07918 0.8019669652 2.4194103872    0.799  1.301  3.7261  2.896    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -9.91e-12      0.00 7.540e-01 2.457e-01 5.824e-05 1.622e-05 1.458e-04 -1.000 3.260e-04 1.518 2.763 1.970 1.484 1.320 1.253 1.234
